id,name,description,page_url,image_url
10,サングレ・デ・トロ・ロゼ,「キング・オブ・スペイン」と名高い、スペインを代表する名門ワイナリー。世界中で親しまれている人気シリーズ。華やかでフルーティーな味わいを楽しめる1本。,https://www.enoteca.co.jp/item/detail/080059983,https://enoteca.imagewave.pictures/TZQ3autqsL5gPt4og2v5bC/bottle-500
11,サンタ・ディグナ・カベルネ・ソーヴィニヨン・ロゼ・レゼルヴァ,チリでクオリティワインを確立したパイオニア。設立40周年の記念ボトル!カベルネ・ソーヴィニヨンで仕立てる華やかな香りが魅力の辛口ロゼ。,https://www.enoteca.co.jp/item/detail/066870293,https://enoteca.imagewave.pictures/rGLk3fGzn7S6z3Vzxzoun8/bottle-500
12,ムートン・カデ・ロゼ・オーガニック・バイ・マチルド,シャトー・ムートンの血統を受け継ぐカジュアルワイン、ムートン・カデ。ワイン造りの「今」が詰まった、フレッシュなオーガニック・ロゼワイン。,https://www.enoteca.co.jp/item/detail/017652410,https://enoteca.imagewave.pictures/fzEMLUCSaT265NCj62PZB4/bottle-500
13,ジンガリ・ロザート,フランチャコルタの名門ベラヴィスタが、トスカーナの地で手掛けるワイナリー。良質な酸と凝縮感のある果実味が魅力のロゼワイン。,https://www.enoteca.co.jp/item/detail/046500390,https://enoteca.imagewave.pictures/Aho1bJv7R/bottle-500
14,ボッロ・ローザ,フェラガモ・ファミリーが手掛けるロゼワイン。サンジョヴェーゼのフレッシュさを見事に表現した、凛とした酸が際立つ繊細でクリスプな味わい。,https://www.enoteca.co.jp/item/detail/046570780,https://enoteca.imagewave.pictures/nV5nLEemvaJGgUjjbv4XC6/bottle-500
15,クララ・ロゼ,名門ディロン家が南仏の輝きを詰め込んだ、チャーミングかつ洗練されたワイン。瑞々しい果実感に甘やかなニュアンスが重なった、親しみやすいロゼ。,https://www.enoteca.co.jp/item/detail/0305165P002300040,https://enoteca.imagewave.pictures/3GyDYcbbw7GzPgXHokAz2b/bottle-500
16,ロゼ・アティテュード,ロワール屈指の自然派ワイナリー。ピノ・ノワール主体で造られる、フィネスと果実味が魅力のロゼワイン。バランスに優れた、まろやかな喉越しの1本。,https://www.enoteca.co.jp/item/detail/337344443,https://enoteca.imagewave.pictures/1xU-UTK7R/bottle-500
17,パープル・ロゼ,キャンティ・クラシコの頂点を極めた、イタリアワイン界の名門。サンジョヴェーゼ特有の華やかで奥深いアロマと、気品に満ちた味わいが魅力的なロゼワイン。,https://www.enoteca.co.jp/item/detail/045030130,https://enoteca.imagewave.pictures/O34Ab1D7R/bottle-500
18,カザル・ガルシア・ロゼ,高いコストパフォーマンスを誇る軽やかなロゼワイン。ベリーを頬張っているようなフルーティーさとフレッシュさが魅力。,https://www.enoteca.co.jp/item/detail/AS0240020,https://enoteca.imagewave.pictures/78ZNcvaCLh6GTopQrLc7Aj/bottle-500
19,ル・フルイ・デフォンデュ・ロゼ,ブルゴーニュで高名なラフォン一族のブルーノ氏が、南フランスで営むワイナリー。瑞々しくピュアな果実味を備えた爽やかなロゼワイン。,https://www.enoteca.co.jp/item/detail/037640190,https://enoteca.imagewave.pictures/MCh9rxBivPQsuB2gx6STPD/bottle-500
1,泡好き必見！スパークリングワイン5本セット UP6-1 [750ml x 5],軽快な飲み口と魅惑的なアロマが魅力のカリフォルニア産スパークリングや、並みのシャンパーニュを凌ぐ長期熟成のカヴァなど、泡好きな方におススメの5本をセレクト。,https://www.enoteca.co.jp/item/detail/890920BU00C500310,https://enoteca.imagewave.pictures/FCXdA2rHdWQtMHKdHGXd8S
2,フランチャコルタ・グランデ・キュヴェ・アルマ・ブリュット [ボックスなし],キメ細かい泡、程よい果実味、美しい酸。全ての要素が調和した、フランチャコルタの定番。,https://www.enoteca.co.jp/item/detail/046123968,https://enoteca.imagewave.pictures/b72BsAD7g/bottle-500
3,ルーアンヌ・ブリュット・ナチュール・ロゼ,ジコンダスの名門サン・コムが新たな挑戦として手掛けるワイナリー。瑞々しい果実のアロマが感じられるチャーミングなロゼスパークリングワイン。,https://www.enoteca.co.jp/item/detail/0346E0050,https://enoteca.imagewave.pictures/b2A7uwd2bUWbY4MQ6vgQRm/bottle-500
4,ラインガウ リースリング ゼクト・エクストラ・ブリュット,伝統と革新の銘醸地ラインガウにおける名門ワイナリー。39ヵ月間澱と共に熟成し造られる、複雑なアロマとエレガントな酸が魅力の1本。,https://www.enoteca.co.jp/item/detail/109140660,https://enoteca.imagewave.pictures/822EmiYEz3VqdAmS6CsqLe/bottle-500
5,マキシム・ブラン グランド・トラディション,シャンパーニュ北限の地で、若き醸造家が手掛けるRM。綺麗に伸びる酸味、豊富なミネラル感が、ブルゴーニュの上質な白ワインを彷彿とさせる逸品。,https://www.enoteca.co.jp/item/detail/030540070,https://enoteca.imagewave.pictures/6RxpvsCthG9iDpUdCyLbRn/bottle-500
6,ラインガウ リースリング・ゼクト・ブリュット,伝統と革新の銘醸地ラインガウにおける名門ワイナリー。よく熟したリースリングを用いて瓶内二次発酵で仕立てられるスパークリング。,https://www.enoteca.co.jp/item/detail/109145272,https://enoteca.imagewave.pictures/6iUEpvJgTXLbkwJebqwGKb/bottle-500
7,サングレ・デ・トロ・スパークリング・ブリュット,スペインワインを牽引する名生産者が手掛ける、ハイコスパ・スパークリングワイン。きめ細やかな泡と華やかな果実味、クリーミーな味わいが魅力。,https://www.enoteca.co.jp/item/detail/080052320,https://enoteca.imagewave.pictures/JX73Pp28DtqY2RNVTft2wE/bottle-500
8,ヴィーニャ・エスメラルダ スパークリング・ブリュット,名門トーレスが手掛ける、大人気エスメラルダシリーズ初のスパークリング。地中海をイメージした、華やかでエレガントな味わいの1本。,https://www.enoteca.co.jp/item/detail/080051010,https://enoteca.imagewave.pictures/zVDj9d9zquEw3czst5ejkY/bottle-500
9,サンタ・ディグナ・エステラード・ブリュット・ロゼ,チリでクオリティワインを確立したパイオニア。チリNo.1スパークリングに輝いた、リッチで香り豊かなロゼスパークリング。,https://www.enoteca.co.jp/item/detail/066870093,https://enoteca.imagewave.pictures/3mWM526Z9hwbJUqb7n4GP7/bottle-500
10,セカノ・インテリオール ラス・ムラス・エクストラ・ブリュット,チリでクオリティワインを確立したパイオニア。チリの伝統品種パイスのみを使用した、フレッシュなオーガニック・スパークリングワイン。,https://www.enoteca.co.jp/item/detail/066871000,https://enoteca.imagewave.pictures/xvzDH5vic3TziiLRHmokXk/bottle-500
11,モスカート・ダスティ,ピエモンテで100年以上続く老舗ワイナリー。繊細な泡とコクを感じる甘みが魅力のモスカート・ダスティ。,https://www.enoteca.co.jp/item/detail/044523042,https://enoteca.imagewave.pictures/1t7dxJDng/bottle-500
12,クリコ・ヴァレー コルディエラ・ピノ・ノワール エクストラ・ブリュット・ブラン・ド・ノワール,チリでクオリティワインを確立したパイオニア。ピノ・ノワール100％で造られるスパークリング。コク深いワンランク上の味わい。,https://www.enoteca.co.jp/item/detail/066871630,https://enoteca.imagewave.pictures/zKsmTVx96oizGLRa6GF3eN/bottle-500
13,カイケン・スパークリング・ロゼ・ブリュット,チリのトップワイナリー、モンテス社がアルゼンチンで手掛けるロゼスパークリングワイン。シャンパーニュ製法による複雑さと飲みごたえある逸品。,https://www.enoteca.co.jp/item/detail/076930073,https://enoteca.imagewave.pictures/B4ytb1D7g/bottle-500
14,カイケン・スパークリング・ブリュット,チリのトップワイナリー、モンテス社がアルゼンチンで手掛けるシリーズ。シャンパーニュ製法で造られる、リッチでエレガントなスパークリングワイン。,https://www.enoteca.co.jp/item/detail/076930402,https://enoteca.imagewave.pictures/owTdb1D7g/bottle-500
15,プロジェクト・クワトロ・カヴァ ロゼ,モダン・スパニッシュワインの実力派、クロ・モンブラン。アロマティックな香りと、キリリとスッキリした味わいの辛口ロゼスパークリングワイン。,https://www.enoteca.co.jp/item/detail/086982923,https://enoteca.imagewave.pictures/dpLwbna5fMn66Zo8mM5LDi/bottle-500
16,プロジェクト・クワトロ・カヴァ,モダン・スパニッシュワインの実力派、クロ・モンブラン。クールな見た目とキレのある飲み口が魅力、不動の人気を誇るカヴァ。,https://www.enoteca.co.jp/item/detail/086982922,https://enoteca.imagewave.pictures/WfVABZJapGePEDVeXKMNsV/bottle-500
17,プロセッコ・エクストラ・ドライ コルテ・ジャーラ ミレッジマート,「イタリアNo.1生産者」に輝いた名門アレグリーニが手掛ける、ヴィンテージスパークリング。繊細で上品な泡が魅力のハイコスパなプロセッコ。,https://www.enoteca.co.jp/item/detail/045341522,https://enoteca.imagewave.pictures/RaYksTDAJPFFPiVkybdE6n/bottle-500
18,プロジェクト・クワトロ・カヴァ プレミアム・レゼルヴァ,モダン・スパニッシュワインの実力派、クロ・モンブラン。彼らが手掛ける上級クラスのヴィンテージカヴァ。重厚感のある味わいが魅力の1本。,https://www.enoteca.co.jp/item/detail/086980012,https://enoteca.imagewave.pictures/asBzKQVUdDHVHkHie6eMd8/bottle-500
19,セラー・セレクション・スパークリング・ソーヴィニヨン・ブラン,日本で一番売れているニュージーランドワインブランド、シレーニが手掛けるスパークリングワイン。フレッシュかつクリーンな味わい。,https://www.enoteca.co.jp/item/detail/098630612,https://enoteca.imagewave.pictures/9RVUAWzyQsfvnkjHqoBDtV/bottle-500
1,イタタ・ヴァレー ラ・カウザ・ナランホ,スペインワインの名門がチリで手掛けるワイナリー。高評価を獲得する、旨味溢れるお値打ちオレンジワイン。,https://www.enoteca.co.jp/item/detail/066871250,https://enoteca.imagewave.pictures/1gbT4k57g/bottle-500
2,ヴィーニャ・エスメラルダ・フロール・ド・ランジュ,スペインワインを牽引する名生産者が、新たに手掛けるオレンジワイン。華やかなアロマと果実味が広がる、親しみやすい味わい。,https://www.enoteca.co.jp/item/detail/080052330,https://enoteca.imagewave.pictures/qYHhqFtouSy4A2jhz5sJxk/bottle-500
3,グリューナー・ヴェルトリーナー オレンジ・コンタクト,繊細なワインで評価を得る、オーストリアのトップワイナリー。塩味がアクセントとなる、滋味深いオレンジワイン。,https://www.enoteca.co.jp/item/detail/1400I0080,https://enoteca.imagewave.pictures/ewZ7vAnzR7dE5WzdBoKHxe/bottle-500
4,オレンジ・ゴールド,輝かしい実績を誇る南仏ヒットメーカーが造るオレンジワイン。複数のブドウをブレンドした華やかなアロマとボリューム感のある味わいが魅力。,https://www.enoteca.co.jp/item/detail/030070360,https://enoteca.imagewave.pictures/akBqGboEsBWXZRbtxvZvpZ/bottle-500
5,ゴヴェルノ,注目のブティックワイナリーがトスカーナの伝統製法で造る、エキゾチックなオレンジワイン。深い香りと骨格を備えた個性的な味わい。,https://www.enoteca.co.jp/item/detail/NS02V0030,https://enoteca.imagewave.pictures/vowovcokgkxZUqJRntyMiT/bottle-500
6,シャトー・マルス 甲州・オランジュ・グリ,「日本人のための日本のワイン」を造り続けるワイナリー。果皮由来の心地よい渋味と旨味が特徴。ブドウの個性が際立つ果実味豊かなオレンジワイン。,https://www.enoteca.co.jp/item/detail/4504664J00O200040,https://enoteca.imagewave.pictures/kxCv38FuiyW6u38koUPQfJ/bottle-500
7,オレンジ・ワイン,北海道のサステナブル・ワイナリーが造る、オレンジワインの入門編に最適な1本。通常の白ワインにはない、程良いボディ感と複雑味が魅力。,https://www.enoteca.co.jp/item/detail/XA16T0050,https://enoteca.imagewave.pictures/j-f0xJD7R/bottle-500
8,アート・テッラ・クルティメンタ,アレンテージョを代表する、ワイナリーが手掛ける1本。オレンジワインのアロマティックで個性的な魅力が詰まった味わい。,https://www.enoteca.co.jp/item/detail/NS02A0080,https://enoteca.imagewave.pictures/xiJt4Qza4hK4yrbKimgs9j/bottle-500
9,クラメレ・レカシュ オレンジ・ナチュラル・ワイン,ルーマニア最大規模の老舗ワイナリーが手掛ける、酸化防止剤無添加の安旨オレンジワイン。フードフレンドリーな親しみやすい味わい。,https://www.enoteca.co.jp/item/detail/NS0020270,https://enoteca.imagewave.pictures/q8xbR7SNgrePpJcN3ivnc8/bottle-500
10,山梨 プレステージ・クラス・オランジェ,宮内庁御用達であった由緒正しい日本ワインの造り手が甲州で造るオレンジワイン。滋味深い旨味と後味の苦みが料理を引き立てる、厚みのある味わい。,https://www.enoteca.co.jp/item/detail/NS1700162,https://enoteca.imagewave.pictures/rinG6gmZj7szySoMFUNrc8/bottle-500
11,山梨 甲州醸しスモーク,国産ブドウにこだわったプレミアムワインの先駆者。甲州ブドウの果皮を72時間もの間浸漬し、燻したような独特の深みを備えるオレンジワイン。,https://www.enoteca.co.jp/item/detail/SD0290030,https://enoteca.imagewave.pictures/slzAx1DnR/bottle-500
12,オルロージュ・甲州醸し,国産ブドウにこだわったプレミアムワインの先駆者。柑橘系を想わせる果実味と旨味、引き締まったボディを感じさせる、存在感のあるオレンジワイン。,https://www.enoteca.co.jp/item/detail/4502964J00S200040,https://enoteca.imagewave.pictures/D9XSk4a3rvnyy8KNQavVkY/bottle-500
13,クレメンタイン・ピノ・グリ,多くの金賞や評論家の評価を獲得する優良生産者。オーストラリアワインの常識を覆すチャーミングなオレンジワイン。,https://www.enoteca.co.jp/item/detail/NS02J0030,https://enoteca.imagewave.pictures/YTd0bJD7g/bottle-500
14,ヴィノテッラ・ルカツィテリ,ジョージアの伝統とヨーロッパの技巧を合わせる造り手が、伝統的なクヴェヴリ醸造で仕立てるオレンジワイン。豊かな果実感を備えた滋味深い味わい。,https://www.enoteca.co.jp/item/detail/NS0050090,https://enoteca.imagewave.pictures/6oMKX9eNwWzR4vsMdJaTh7/bottle-500
15,ベレ・ナチュレル,プロも注目するオーストリアの老舗ワイナリー。多彩なアロマと柔らかい旨味が魅力のグリューナー・ヴェルトリーナー100%のオレンジワイン。,https://www.enoteca.co.jp/item/detail/XA0070010,https://enoteca.imagewave.pictures/sd2GW62Rvua2xSdJnQwwL6/bottle-500
16,ホワイト・ラベル・ピノ・グリ,新進気鋭のワイナリーが手掛けるオレンジワイン。しっかりとした酸味と果実味のバランスが取れた、エレガントな味わい。,https://www.enoteca.co.jp/item/detail/NS03M0010,https://enoteca.imagewave.pictures/zsoVKJxF4oMZ6BV4rwYoiF/bottle-500
17,オレンジ ドライ・ホワイト・ワイン,古代銘醸地レスボス島を復活させた注目の造り手が土着品種で造る、逆転の発想のオレンジワイン。華やかなアロマとアーシーなタッチが魅力。,https://www.enoteca.co.jp/item/detail/NS0050110,https://enoteca.imagewave.pictures/HCkmFUoZRehZGzcquTdGzc/bottle-500
18,マカシヴィリ・ワイン・セラー ムツヴァネ,多くのコンクールで高評価を獲得する自然派ワイナリー。ジョージアの土着品種を使用した、華やかでクリアな味わいのオレンジワイン。,https://www.enoteca.co.jp/item/detail/NS0040140,https://enoteca.imagewave.pictures/xUI1x1D7R/bottle-500
19,マカシヴィリ・ワイン・セラー・ヒフヴィ,多くのコンクールで高評価を獲得する自然派ワイナリー。ジョージアワイン初心者にもおすすめなリッチながらもクリーンな味わいのオレンジワイン。,https://www.enoteca.co.jp/item/detail/NS0040050,https://enoteca.imagewave.pictures/SbfgTdVw3FeAKCnsHguvZE/bottle-500
